step,year,hub_id,hub_label,member_count,supporting_paper_count
45,2023,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
45,2023,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
45,2023,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
45,2023,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
45,2023,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
45,2023,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
45,2023,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
45,2023,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,13,26
45,2023,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
46,2024,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,19,26
46,2024,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,8,12
46,2024,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,9
46,2024,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
46,2024,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
46,2024,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
46,2024,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
46,2024,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
46,2024,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
46,2024,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
46,2024,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
46,2024,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
46,2024,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
46,2024,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,14,27
46,2024,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
46,2024,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,4,3
47,2024,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,19,27
47,2024,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,8,13
47,2024,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,9
47,2024,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
47,2024,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
47,2024,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
47,2024,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
47,2024,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
47,2024,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
47,2024,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
47,2024,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
47,2024,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
47,2024,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
47,2024,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,14,28
47,2024,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
47,2024,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,2,1
48,2024,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,19,27
48,2024,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,9,14
48,2024,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,9
48,2024,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
48,2024,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
48,2024,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
48,2024,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
48,2024,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
48,2024,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
48,2024,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
48,2024,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
48,2024,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
48,2024,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
48,2024,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,14,28
48,2024,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
48,2024,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,2,1
49,2025,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,19,28
49,2025,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,9,15
49,2025,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,9
49,2025,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
49,2025,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
49,2025,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
49,2025,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
49,2025,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
49,2025,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
49,2025,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
49,2025,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
49,2025,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
49,2025,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
49,2025,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,14,29
49,2025,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
49,2025,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,2,1
50,2025,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,21,29
50,2025,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,9,15
50,2025,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,9
50,2025,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
50,2025,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
50,2025,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
50,2025,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
50,2025,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
50,2025,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
50,2025,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
50,2025,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
50,2025,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
50,2025,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
50,2025,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,14,30
50,2025,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
50,2025,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,4,2
51,2026,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,20,29
51,2026,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,9,15
51,2026,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,9
51,2026,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
51,2026,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
51,2026,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
51,2026,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
51,2026,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
51,2026,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
51,2026,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
51,2026,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
51,2026,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
51,2026,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
51,2026,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,14,30
51,2026,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
51,2026,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,4,2
52,2026,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,20,30
52,2026,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,9,15
52,2026,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,9
52,2026,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
52,2026,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
52,2026,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
52,2026,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
52,2026,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
52,2026,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
52,2026,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
52,2026,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
52,2026,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
52,2026,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
52,2026,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,14,30
52,2026,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
52,2026,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,4,2
53,2026,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,21,31
53,2026,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,9,15
53,2026,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,9
53,2026,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
53,2026,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
53,2026,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
53,2026,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
53,2026,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
53,2026,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
53,2026,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
53,2026,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
53,2026,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
53,2026,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
53,2026,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,15,31
53,2026,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
53,2026,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,4,2
54,2026,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,21,32
54,2026,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,9,15
54,2026,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,10
54,2026,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
54,2026,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
54,2026,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
54,2026,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
54,2026,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
54,2026,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
54,2026,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
54,2026,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
54,2026,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
54,2026,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
54,2026,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,15,31
54,2026,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
54,2026,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,4,2
55,2026,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,21,32
55,2026,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,10,16
55,2026,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,10
55,2026,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
55,2026,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
55,2026,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
55,2026,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
55,2026,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
55,2026,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
55,2026,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
55,2026,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
55,2026,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
55,2026,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
55,2026,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,15,31
55,2026,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
55,2026,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,4,2
55,2026,academic/wiki/hubs/关联长度与最近邻关联诊断,关联长度与最近邻关联诊断,8,7
56,2026,academic/wiki/hubs/PEPS 与 iPEPS 更新方法,PEPS 与 iPEPS 更新方法,26,34
56,2026,academic/wiki/hubs/纠缠熵与纠缠谱诊断,纠缠熵与纠缠谱诊断,10,16
56,2026,academic/wiki/hubs/Heisenberg 反铁磁模型,Heisenberg 反铁磁模型,2,10
56,2026,academic/wiki/hubs/二维量子多体系统与临界性,二维量子多体系统与临界性,3,2
56,2026,academic/wiki/hubs/拓扑纠缠熵与 Rényi 诊断,拓扑纠缠熵与 Rényi 诊断,5,2
56,2026,academic/wiki/hubs/量子格点模型的晶格几何,量子格点模型的晶格几何,4,3
56,2026,academic/wiki/hubs/多参考 Hartree–Fock 与耦合簇方法,多参考 Hartree–Fock 与耦合簇方法,3,1
56,2026,academic/wiki/hubs/量子与变分蒙特卡洛方法,量子与变分蒙特卡洛方法,6,7
56,2026,academic/wiki/hubs/一维量子自旋链与基态,一维量子自旋链与基态,2,1
56,2026,academic/wiki/hubs/量子自旋模型与自旋液体,量子自旋模型与自旋液体,6,3
56,2026,academic/wiki/hubs/神经网络求解电子薛定谔方程,神经网络求解电子薛定谔方程,5,2
56,2026,academic/wiki/hubs/局域与双体纠缠熵及面积律,局域与双体纠缠熵及面积律,12,7
56,2026,academic/wiki/hubs/张量重正化群及可微变体,张量重正化群及可微变体,5,20
56,2026,academic/wiki/hubs/PEPS/PESS 表示及高维推广,PEPS/PESS 表示及高维推广,15,32
56,2026,academic/wiki/hubs/价键固体与价键晶体,价键固体与价键晶体,4,3
56,2026,academic/wiki/hubs/张量网络方法与机器学习,张量网络方法与机器学习,4,2
56,2026,academic/wiki/hubs/关联长度与最近邻关联诊断,关联长度与最近邻关联诊断,7,5
56,2026,academic/wiki/hubs/msQFM 及其编码方案,msQFM 及其编码方案,2,2
